"i","j","k","a_ijk"#0.00020875905683771526,0.20875905683771503,0.00020875905683771526,0.20875905683771503,30,-0.03510000000000002,True,False,None
0,0,0,1.2443613673339095e-20
0,0,1,-7.989292952506331e-20
0,0,2,2.8268074257665436e-16
0,0,3,2.6252357532120845e-16
0,0,4,1.039666147060478e-16
0,0,5,4.901264272059402e-17
0,0,6,4.439007552427308e-17
0,0,7,3.1903239565678004e-17
0,0,8,1.3041000954979663e-17
0,0,9,-8.781161464885772e-18
0,0,10,-2.9161151395420836e-17
0,0,11,-4.2623103553858486e-17
0,0,12,-4.3675145927567404e-17
0,0,13,-2.748246801230402e-17
0,0,14,8.05380787648155e-18
0,0,15,5.811899836132345e-17
0,0,16,1.0910408765521364e-16
0,0,17,1.387310917599441e-16
0,0,18,1.173855927404159e-16
0,0,19,4.8175760653994866e-17
0,0,20,-2.041550233110174e-17
0,0,21,-3.3874830162118554e-17
0,0,22,3.3154328666023776e-17
0,0,23,1.3055364932704266e-16
0,0,24,1.46595577486518e-16
0,0,25,7.124533034660216e-17
0,0,26,1.132071439350398e-17
0,0,27,3.816362339327793e-18
0,0,28,5.111380633458543e-18
0,0,29,1.616199150541959e-18

0,1,0,-7.989292952506331e-20
0,1,1,-2.237017189824213e-19
0,1,2,-4.0247196705814027e-14
0,1,3,-3.4691347943517545e-14
0,1,4,-8.853322515187232e-15
0,1,5,-2.8660677344594896e-17
0,1,6,-5.742014082882603e-17
0,1,7,-3.864139243745726e-17
0,1,8,-1.626722553787504e-17
0,1,9,1.1164156193363725e-17
0,1,10,4.0378340471390397e-17
0,1,11,6.89150471032947e-17
0,1,12,8.728182141730632e-17
0,1,13,9.414514079356561e-17
0,1,14,5.55159372696502e-17
0,1,15,-1.9846342279384374e-17
0,1,16,-1.404435141340255e-16
0,1,17,-2.5239923545525376e-16
0,1,18,-2.225265569928294e-16
0,1,19,-3.341076035424984e-17
0,1,20,1.195404101634644e-16
0,1,21,1.1120396123591983e-16
0,1,22,-4.215769857621725e-17
0,1,23,-2.1532103995733254e-16
0,1,24,-2.2930345262275876e-16
0,1,25,-8.742669864110812e-17
0,1,26,1.0089790446496805e-16
0,1,27,2.9180237555663046e-16
0,1,28,2.9039216169079346e-16
0,1,29,9.862191526376642e-17

0,2,0,2.8268074257665436e-16
0,2,1,-4.024719670581401e-14
0,2,2,-6.308909931013384e-14
0,2,3,2.0093463204666346e-14
0,2,4,-5.99543772409502e-14
0,2,5,5.102821715428204e-14
0,2,6,-4.984356349431544e-14
0,2,7,4.826848528394044e-14
0,2,8,-4.6496248841211764e-14
0,2,9,4.4512601074702474e-14
0,2,10,-4.2556071482713326e-14
0,2,11,4.0499440684575946e-14
0,2,12,-3.8520648743545705e-14
0,2,13,3.658285184739112e-14
0,2,14,-3.4628782884268865e-14
0,2,15,3.284479470346952e-14
0,2,16,-3.103639791228129e-14
0,2,17,2.9310303744469215e-14
0,2,18,-2.7750510376578304e-14
0,2,19,2.6203992193935025e-14
0,2,20,-2.469565423027992e-14
0,2,21,2.3321252711638425e-14
0,2,22,-2.199535494721777e-14
0,2,23,2.0733956993004263e-14
0,2,24,-1.9539219192729918e-14
0,2,25,1.8423128707837835e-14
0,2,26,-1.7332022337103005e-14
0,2,27,1.6392699531753314e-14
0,2,28,-1.5342285098713124e-14
0,2,29,1.4511604375477824e-14

0,3,0,2.6252357532120845e-16
0,3,1,-3.4691347943517526e-14
0,3,2,2.009346320466639e-14
0,3,3,8.500549014457465e-14
0,3,4,-3.334283460825519e-14
0,3,5,4.3592860906166336e-14
0,3,6,-4.277632002375922e-14
0,3,7,4.1540573134912554e-14
0,3,8,-3.9966407223746034e-14
0,3,9,3.837899834040719e-14
0,3,10,-3.657910402409163e-14
0,3,11,3.49178145846609e-14
0,3,12,-3.317181137708242e-14
0,3,13,3.1462317356582016e-14
0,3,14,-2.9907164157792037e-14
0,3,15,2.8215288940381296e-14
0,3,16,-2.6736288244247534e-14
0,3,17,2.5312170806471766e-14
0,3,18,-2.383506567982851e-14
0,3,19,2.253648038564656e-14
0,3,20,-2.1331938828859543e-14
0,3,21,2.007330305231499e-14
0,3,22,-1.892878196933738e-14
0,3,23,1.7855435811297098e-14
0,3,24,-1.683890485126019e-14
0,3,25,1.5852643533937437e-14
0,3,26,-1.4977441227960067e-14
0,3,27,1.3990151777696203e-14
0,3,28,-1.3342574551574533e-14
0,3,29,1.2455505963681757e-14

0,4,0,1.039666147060478e-16
0,4,1,-8.853322515187227e-15
0,4,2,-5.995437724095023e-14
0,4,3,-3.334283460825522e-14
0,4,4,-2.188207676245592e-14
0,4,5,1.1041048853786605e-14
0,4,6,-1.0864745325634259e-14
0,4,7,1.0514276397597714e-14
0,4,8,-1.018411799537448e-14
0,4,9,9.670554491607144e-15
0,4,10,-9.335957890403027e-15
0,4,11,8.808847865813187e-15
0,4,12,-8.426136391226395e-15
0,4,13,8.03757481118591e-15
0,4,14,-7.52047714572546e-15
0,4,15,7.240592299798127e-15
0,4,16,-6.760473163940361e-15
0,4,17,6.327769858642967e-15
0,4,18,-6.101057511446527e-15
0,4,19,5.754528829302622e-15
0,4,20,-5.3543499942409785e-15
0,4,21,5.102647867828884e-15
0,4,22,-4.8079082589159244e-15
0,4,23,4.523863737876613e-15
0,4,24,-4.2564333809823304e-15
0,4,25,4.033586150497746e-15
0,4,26,-3.7461875511525336e-15
0,4,27,3.677061384050932e-15
0,4,28,-3.2516801638921375e-15
0,4,29,3.2063929619740233e-15

0,5,0,4.901264272059402e-17
0,5,1,-2.866067734459664e-17
0,5,2,5.1028217154282024e-14
0,5,3,4.359286090616632e-14
0,5,4,1.1041048853786595e-14
0,5,5,-3.7953842986615016e-17
0,5,6,3.812982655810431e-17
0,5,7,-2.206060141942696e-17
0,5,8,9.427763109046388e-17
0,5,9,-2.514481165822154e-18
0,5,10,1.1759047772633027e-16
0,5,11,-2.73147490832353e-18
0,5,12,5.055202714585157e-17
0,5,13,-6.319897790506325e-17
0,5,14,-5.3938117555043424e-17
0,5,15,-9.895834677526366e-17
0,5,16,1.8506025441251204e-17
0,5,17,1.2326834915636318e-17
0,5,18,1.0855689045108363e-16
0,5,19,-4.737378052622767e-17
0,5,20,-4.2716697718903746e-17
0,5,21,-4.306672857243252e-17
0,5,22,4.022520114090431e-17
0,5,23,-2.7309608930722222e-17
0,5,24,1.4425649027303093e-17
0,5,25,-3.484850727876547e-17
0,5,26,-3.035605511468895e-17
0,5,27,-1.466471460852781e-16
0,5,28,-1.1163580270172674e-16
0,5,29,-5.65114163333439e-17

0,6,0,4.439007552427308e-17
0,6,1,-5.742014082882745e-17
0,6,2,-4.984356349431549e-14
0,6,3,-4.277632002375926e-14
0,6,4,-1.0864745325634267e-14
0,6,5,3.812982655810811e-17
